seed_pair_id,coordinate,class_code,class_name,scenario_support,maturity,label,ground_truth_kind,label_source,label_method,label_confidence,evidence_ref,base_app_id,reuse_group,independence_unit,claim_scope,left_id,right_id,left_sha256,right_sha256,left_apk_ref,right_apk_ref,source_kind,source_ref,data_quality,expected_change,expected_invariants,notes
M0-C05-PB-018,DC-C05-S01-M0,C05,code_injection,S01;S02;S03;S04;S05,M0,positive_piggybacking,external_pair_label,Piggybacking label via AZ-PILOT-001,external_dataset_label_with_stable_decode_check,medium,AZ-PILOT-001:pairs.csv:AZP-PB-0018,045a85182df81bac4c14f03b920aaaa161491c915b49492ba0c83bb5d38f1904,az-piggybacking-AZP-PB-0018,az-piggybacking-045a85182df81bac4c14f03b920aaaa161491c915b49492ba0c83bb5d38f1904,"M0 materialization and technical checks only; quality claims require M1+ split, negative pairs, and explanation rubric.",045a85182df81bac4c14f03b920aaaa161491c915b49492ba0c83bb5d38f1904,c3d7a940ef74ef60c9c98746068b8d09971dfef811b6b32744dbd667fd4c35cc,045a85182df81bac4c14f03b920aaaa161491c915b49492ba0c83bb5d38f1904,c3d7a940ef74ef60c9c98746068b8d09971dfef811b6b32744dbd667fd4c35cc,,,external_label_sha_pair,AZ-PILOT-001:pairs.csv,stable_cache_decoded_and_features_extracted,payload/code added to original APK,original and piggybacked APK should preserve carrier-level similarity while added code appears,From AZP-PB-0018; restored Piggybacking queue label.
M0-C05-PB-019,DC-C05-S01-M0,C05,code_injection,S01;S02;S03;S04;S05,M0,positive_piggybacking,external_pair_label,Piggybacking label via AZ-PILOT-001,external_dataset_label_with_stable_decode_check,medium,AZ-PILOT-001:pairs.csv:AZP-PB-0019,04a219fa7693fee8d189d56297282730f09c3ab71453f4b006ed94fecc1c7b0a,az-piggybacking-AZP-PB-0019,az-piggybacking-04a219fa7693fee8d189d56297282730f09c3ab71453f4b006ed94fecc1c7b0a,"M0 materialization and technical checks only; quality claims require M1+ split, negative pairs, and explanation rubric.",04a219fa7693fee8d189d56297282730f09c3ab71453f4b006ed94fecc1c7b0a,f88e28d3231b3577dfb2eccf4322c3720b313629581384fedfc87a46ff60416e,04a219fa7693fee8d189d56297282730f09c3ab71453f4b006ed94fecc1c7b0a,f88e28d3231b3577dfb2eccf4322c3720b313629581384fedfc87a46ff60416e,,,external_label_sha_pair,AZ-PILOT-001:pairs.csv,stable_cache_decoded_and_features_extracted,payload/code added to original APK,original and piggybacked APK should preserve carrier-level similarity while added code appears,From AZP-PB-0019; restored Piggybacking queue label.
M0-C05-PB-020,DC-C05-S01-M0,C05,code_injection,S01;S02;S03;S04;S05,M0,positive_piggybacking,external_pair_label,Piggybacking label via AZ-PILOT-001,external_dataset_label_with_stable_decode_check,medium,AZ-PILOT-001:pairs.csv:AZP-PB-0020,04f870138480a86bad3e3608c950460ac47ec68d1bc968de0abc9f95baf6b466,az-piggybacking-AZP-PB-0020,az-piggybacking-04f870138480a86bad3e3608c950460ac47ec68d1bc968de0abc9f95baf6b466,"M0 materialization and technical checks only; quality claims require M1+ split, negative pairs, and explanation rubric.",04f870138480a86bad3e3608c950460ac47ec68d1bc968de0abc9f95baf6b466,6547908fbc12cc0b98b76608e78b2661582f498852589e19755013d6c68dd9a7,04f870138480a86bad3e3608c950460ac47ec68d1bc968de0abc9f95baf6b466,6547908fbc12cc0b98b76608e78b2661582f498852589e19755013d6c68dd9a7,,,external_label_sha_pair,AZ-PILOT-001:pairs.csv,stable_cache_decoded_and_features_extracted,payload/code added to original APK,original and piggybacked APK should preserve carrier-level similarity while added code appears,From AZP-PB-0020; restored Piggybacking queue label.
M0-C04-PKG-001,DC-C04-S01-M0,C04,package_rename,S01;S02;S03;S04;S05,M0,positive_package_rename,controlled_local_transformation,android-apps-similarity local simple_app APKs,controlled_build_variant,strong,submodule:apk/simple_app:simple_app-releaseRename.apk,simple_app,local-simple-app-family,local-simple-app-family,M0 technical check only; reused local family is not independent quality evidence.,simple_app-releaseNonOptimized,simple_app-releaseRename,b0c8faaa2c8d1060f63ec265b17e96358de9508bec3f819c4af25cea1a7506b6,78bf0e9e6b863773805434f9460569c2dfb23786ed15f866800f12171829734e,apk/simple_app/simple_app-releaseNonOptimized.apk,apk/simple_app/simple_app-releaseRename.apk,local_apk_pair,submodule:apk/simple_app,runnable_local,package/class namespace renamed,behavior and core code should remain similar,Small local APK pair; suitable for M0 only.
M0-C06-R8-001,DC-C06-S01-M0,C06,r8_obfuscation,S01;S02;S03;S04;S05,M0,positive_r8_optimization,controlled_local_transformation,android-apps-similarity local simple_app APKs,controlled_r8_build_variant,strong,submodule:apk/simple_app:simple_app-releaseOptimized.apk,simple_app,local-simple-app-family,local-simple-app-family,M0 technical check only; reused local family is not independent quality evidence.,simple_app-releaseNonOptimized,simple_app-releaseOptimized,b0c8faaa2c8d1060f63ec265b17e96358de9508bec3f819c4af25cea1a7506b6,cf18973920959d1d56561a9819e263c159d79bc0a8848d356fe8a8a4dd928d16,apk/simple_app/simple_app-releaseNonOptimized.apk,apk/simple_app/simple_app-releaseOptimized.apk,local_apk_pair,experiments/artifacts/E-SOTA-008/robustness-benchmark-v1.csv,runnable_local_with_prior_scores,R8 optimization changes bytecode structure,app should remain functionally same and similar at multi-view level,Uses local simple_app APKs and robustness benchmark record.
M0-C08-DEL-001,DC-C08-S01-M0,C08,code_deletion,S01;S02;S03;S04;S05,M0,extreme_code_deletion_or_code_empty,controlled_local_extreme_case,android-apps-similarity local simple_app APKs,controlled_code_empty_variant,medium,submodule:apk/simple_app:simple_app-empty.apk,simple_app,local-simple-app-family,local-simple-app-family,M0 boundary check only; do not use as ordinary code-deletion quality evidence.,simple_app-releaseNonOptimized,simple_app-empty,b0c8faaa2c8d1060f63ec265b17e96358de9508bec3f819c4af25cea1a7506b6,e9e666e5e67d37ad0958dae5a737e1ca362acc17b8f2566b5b8d7a3ea6485d4d,apk/simple_app/simple_app-releaseNonOptimized.apk,apk/simple_app/simple_app-empty.apk,local_apk_pair,experiments/artifacts/E-SOTA-008/robustness-benchmark-v1.csv,runnable_local_extreme_case,code removed to code-empty APK,"analysis should record missing bytecode/failure boundary, not silently treat as ordinary low similarity",Extreme M0 deletion seed; overlaps failure robustness.
M0-F01-FAIL-001,DC-F01-S06-M0,F01,analysis_failure,S06,M0,code_empty_apk,controlled_local_failure_case,android-apps-similarity local simple_app APKs,controlled_code_empty_apk,strong,submodule:apk/simple_app/simple_app-empty.apk,simple_app-empty,local-simple-app-family,local-simple-app-family,M0 failure handling check only; not a similarity quality claim.,simple_app-empty,,e9e666e5e67d37ad0958dae5a737e1ca362acc17b8f2566b5b8d7a3ea6485d4d,,apk/simple_app/simple_app-empty.apk,,local_apk_single,submodule:apk/simple_app/simple_app-empty.apk,runnable_local_failure_seed,missing or empty bytecode,"failure must be reported as analysis_failed, not score=0 similarity",Single APK failure seed stored as pair row with empty right side for CSV compatibility.
M0-C02-LIB-REPORT-001,DC-C02-S01-M0,C02,library_injection,S01;S02;S03;S04;S05,M0,library_noise_synthetic_control,report_backed_record_without_apk,DEEP-21 report,synthetic_library_control_report_record,weak,DEEP-21-SHORTCUT-LIBRARY-REDUCED-CONTROL/report.json:example-1,borderline_a_0,deep21-library-report,report-record-without-apk,Planning and report replay only; no APK runtime or quality claims.,borderline_a_0,borderline_b_0,,,,,report_backed_synthetic_pair,DEEP-21-SHORTCUT-LIBRARY-REDUCED-CONTROL/report.json,report_backed_not_runnable,shared library shortcut or library-induced false positive pressure,library-reduced score should reduce shortcut pressure,Synthetic report-backed M0 seed; concrete APK pair still needed.
M0-C02-LIB-REPORT-002,DC-C02-S01-M0,C02,library_injection,S01;S02;S03;S04;S05,M0,library_noise_synthetic_control,report_backed_record_without_apk,DEEP-21 report,synthetic_library_control_report_record,weak,DEEP-21-SHORTCUT-LIBRARY-REDUCED-CONTROL/report.json:example-2,vk_app_7,deep21-library-report,report-record-without-apk,Planning and report replay only; no APK runtime or quality claims.,vk_app_7,vk_app_8,,,,,report_backed_synthetic_pair,DEEP-21-SHORTCUT-LIBRARY-REDUCED-CONTROL/report.json,report_backed_not_runnable,shared library shortcut or library-induced false positive pressure,library-reduced score should reduce shortcut pressure,Synthetic report-backed M0 seed; concrete APK pair still needed.
M0-C02-LIB-REPORT-003,DC-C02-S01-M0,C02,library_injection,S01;S02;S03;S04;S05,M0,library_noise_synthetic_control,report_backed_record_without_apk,DEEP-21 report,synthetic_library_control_report_record,weak,DEEP-21-SHORTCUT-LIBRARY-REDUCED-CONTROL/report.json:example-3,vk_app_1,deep21-library-report,report-record-without-apk,Planning and report replay only; no APK runtime or quality claims.,vk_app_1,vk_app_2,,,,,report_backed_synthetic_pair,DEEP-21-SHORTCUT-LIBRARY-REDUCED-CONTROL/report.json,report_backed_not_runnable,shared library shortcut or library-induced false positive pressure,library-reduced score should reduce shortcut pressure,Synthetic report-backed M0 seed; concrete APK pair still needed.
M0-C03-RES-REPORT-001,DC-C03-S01-M0,C03,resource_change,S01;S02;S03;S04;S05,M0,resource_icon_brightness_change,report_backed_record_without_apk,REPR-30 icon modification report,synthetic_resource_modification_report_record,weak,REPR-30-ICON-MOD-SYNTH/report.json:brightness-1,InfinityLoop1309.NewPipeEnhanced_109503.apk,repr30-icon-brightness-report,report-record-without-apk,Planning and report replay only; no APK runtime or quality claims.,InfinityLoop1309.NewPipeEnhanced_109503.apk,InfinityLoop1309.NewPipeEnhanced_109503.apk#brightness,,,,,report_backed_resource_pair,REPR-30-ICON-MOD-SYNTH/report.json,report_backed_not_runnable,launcher icon brightness modification,package and code stay same; resource hash changes should be localized,Report-backed icon modification; modified APK not stored in git.
M0-C03-RES-REPORT-002,DC-C03-S01-M0,C03,resource_change,S01;S02;S03;S04;S05,M0,resource_icon_brightness_change,report_backed_record_without_apk,REPR-30 icon modification report,synthetic_resource_modification_report_record,weak,REPR-30-ICON-MOD-SYNTH/report.json:brightness-2,InfinityLoop1309.NewPipeEnhanced_109504.apk,repr30-icon-brightness-report,report-record-without-apk,Planning and report replay only; no APK runtime or quality claims.,InfinityLoop1309.NewPipeEnhanced_109504.apk,InfinityLoop1309.NewPipeEnhanced_109504.apk#brightness,,,,,report_backed_resource_pair,REPR-30-ICON-MOD-SYNTH/report.json,report_backed_not_runnable,launcher icon brightness modification,package and code stay same; resource hash changes should be localized,Report-backed icon modification; modified APK not stored in git.
M0-C03-RES-REPORT-003,DC-C03-S01-M0,C03,resource_change,S01;S02;S03;S04;S05,M0,resource_icon_brightness_change,report_backed_record_without_apk,REPR-30 icon modification report,synthetic_resource_modification_report_record,weak,REPR-30-ICON-MOD-SYNTH/report.json:brightness-3,a2dp.Vol_169.apk,repr30-icon-brightness-report,report-record-without-apk,Planning and report replay only; no APK runtime or quality claims.,a2dp.Vol_169.apk,a2dp.Vol_169.apk#brightness,,,,,report_backed_resource_pair,REPR-30-ICON-MOD-SYNTH/report.json,report_backed_not_runnable,launcher icon brightness modification,package and code stay same; resource hash changes should be localized,Report-backed icon modification; modified APK not stored in git.
M0-C02-LIB-APK-001,DC-C02-S01-M0,C02,library_injection,S01;S02;S03;S04;S05,M0,positive_library_injection,controlled_generated_transformation,M0 controlled local APK materializer,controlled_synthetic_library_package_injection,strong,m0/m0_controlled_materialization.csv:M0-C02-LIB-APK-001,m0-familya,m0-controlled-familya,m0-controlled-familya,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.,m0-familya-base,m0-familya-library-injected,41f77e16e8da344d7a89dd070e132567f1df427189b58cd90d7405d2d65eb62d,9b7e49a16e02535735e71b863b3910300686c8a0e8ed1f2e923fc5ff8f85ac06,m0/generated-apks/M0-C02-LIB-APK-001/left.apk,m0/generated-apks/M0-C02-LIB-APK-001/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,new synthetic library-like package com.phd.m0.syntheticlib.* added,manifest package and base app classes stay unchanged,Synthetic library-like M0 pair; no claim about real SDK behavior.
M0-C03-RES-APK-001,DC-C03-S01-M0,C03,resource_change,S01;S02;S03;S04;S05,M0,positive_resource_change,controlled_generated_transformation,M0 controlled local APK materializer,controlled_resource_table_change,strong,m0/m0_controlled_materialization.csv:M0-C03-RES-APK-001,m0-familya,m0-controlled-familya,m0-controlled-familya,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.,m0-familya-base,m0-familya-resource-changed,1441d2dcb6cc02efc44145360041caa06535623c663f049cf9d81bd452efc2cf,311d20d49566e4eb754f9056a7a853fa0a57742768a6dd388b76d793061246cf,m0/generated-apks/M0-C03-RES-APK-001/left.apk,m0/generated-apks/M0-C03-RES-APK-001/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,string resource changed and res/raw/m0_resource_marker.txt added,dex class set stays unchanged,Synthetic resource-only M0 pair.
M0-C04-PKG-APK-002,DC-C04-S01-M0,C04,package_rename,S01;S02;S03;S04;S05,M0,positive_package_rename,controlled_generated_transformation,M0 controlled local APK materializer,controlled_package_namespace_generation,strong,m0/m0_controlled_materialization.csv:M0-C04-PKG-APK-002,m0-familya,m0-controlled-familya,m0-controlled-familya,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.,m0-familya-base,m0-familya-package-renamed,36425a8f13b0836794e118649dcae01d10adcf51953ab42a235b523f1837ba3f,1ef1f0920da61fcb1d3f92294374afe9f71f340cded0230f1ba134a2c78c0b68,m0/generated-apks/M0-C04-PKG-APK-002/left.apk,m0/generated-apks/M0-C04-PKG-APK-002/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,manifest and class namespace changed to com.phd.m0.renamed.familya,same generated class count and method bodies,Synthetic package rename M0 pair.
M0-C06-OBF-APK-002,DC-C06-S01-M0,C06,r8_obfuscation,S01;S02;S03;S04;S05,M0,positive_obfuscation_like_rename,controlled_generated_transformation,M0 controlled local APK materializer,controlled_obfuscation_like_symbol_rename,medium,m0/m0_controlled_materialization.csv:M0-C06-OBF-APK-002,m0-familya,m0-controlled-familya,m0-controlled-familya,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.,m0-familya-base,m0-familya-obfuscated,9279e54472cf2071ab25bd2a2a2ec4ade59f1e727a27e0b17f0f72784570b294,76dca2fec3934bb7ce4c4d51340ac5b0f26b900de1ca2b1a91eb0b0f06d4b2e9,m0/generated-apks/M0-C06-OBF-APK-002/left.apk,m0/generated-apks/M0-C06-OBF-APK-002/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,class and method names shortened in the same package,same generated class count and method bodies,M0 obfuscation-like pair; not a real R8 compiler output.
M0-C07-NATIVE-APK-001,DC-C07-S01-M0,C07,native_lib_change,S01;S02;S03;S04;S05,M0,positive_native_lib_added,controlled_generated_transformation,M0 controlled local APK materializer,controlled_native_library_file_addition,strong,m0/m0_controlled_materialization.csv:M0-C07-NATIVE-APK-001,m0-familya,m0-controlled-familya,m0-controlled-familya,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.,m0-familya-base,m0-familya-native-lib-added,e3ecbc6fac91918f962fa060047fbed0f5eb1f576707f335f8f4633698481725,8583b1ae7758a92f85b672bf98d39623789feb20490bb670015b7f842e7315bf,m0/generated-apks/M0-C07-NATIVE-APK-001/left.apk,m0/generated-apks/M0-C07-NATIVE-APK-001/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,lib/armeabi-v7a/libm0native.so added,manifest and dex class set stay unchanged,Synthetic native inventory M0 pair; the .so is a minimal marker file.
M0-C08-DEL-APK-002,DC-C08-S01-M0,C08,code_deletion,S01;S02;S03;S04;S05,M0,positive_code_deletion,controlled_generated_transformation,M0 controlled local APK materializer,controlled_class_deletion,strong,m0/m0_controlled_materialization.csv:M0-C08-DEL-APK-002,m0-familya,m0-controlled-familya,m0-controlled-familya,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.,m0-familya-base,m0-familya-code-deleted,d8e028924c59178311eefd130e3166ab9d00945cf46765776f84f406bd2b3e65,d8809ad982575cd38dcd88d0067e2d4b9bfc7c9ec3674843872400c5649fadea,m0/generated-apks/M0-C08-DEL-APK-002/left.apk,m0/generated-apks/M0-C08-DEL-APK-002/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,generated class count reduced from 6 to 3,manifest package and resources stay unchanged,Synthetic code deletion M0 pair.
M0-C09-MDEX-APK-001,DC-C09-S01-M0,C09,multidex_change,S01;S02;S03;S04;S05,M0,positive_multidex_split,controlled_generated_transformation,M0 controlled local APK materializer,controlled_multidex_split,strong,m0/m0_controlled_materialization.csv:M0-C09-MDEX-APK-001,m0-familya,m0-controlled-familya,m0-controlled-familya,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.,m0-familya-base,m0-familya-multidex-split,eef86e22f9d18b55991e8939e307eb0260439a86d6827943d272e84871cf2a62,fc53766d96acda1c44af48779156a28e0c566e02931d09f691db60057f7f115f,m0/generated-apks/M0-C09-MDEX-APK-001/left.apk,m0/generated-apks/M0-C09-MDEX-APK-001/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,same generated classes split across classes.dex and classes2.dex,generated class count stays 10,Synthetic multidex M0 pair.
M0-F01-FAIL-APK-002,DC-F01-S06-M0,F01,analysis_failure,S06,M0,code_empty_apk,controlled_generated_transformation,M0 controlled local APK materializer,controlled_code_empty_apk_generation,strong,m0/m0_controlled_materialization.csv:M0-F01-FAIL-APK-002,m0-familya,m0-controlled-familya,m0-controlled-familya,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.,m0-familya-base,,53ac98b6727057e9428a89ba9008eb4a2166aa442964867589c95dbdaaf0c36f,,m0/generated-apks/M0-F01-FAIL-APK-002/left.apk,,controlled_generated_failure_apk,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,APK has manifest and resources but no classes.dex,"failure must be reported as analysis_failed, not score=0",Synthetic code-empty failure case.
M0-C02-LIB-APK-002,DC-C02-S01-M0,C02,library_injection,S01;S02;S03;S04;S05,M0,positive_library_injection,controlled_generated_transformation,M0 controlled local APK materializer,controlled_synthetic_library_package_injection,strong,m0/m0_controlled_materialization.csv:M0-C02-LIB-APK-002,m0-familyb,m0-controlled-familyb,m0-controlled-familyb,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.,m0-familyb-base,m0-familyb-library-injected,bb78b8453a5db6060ba428e33e724685c85880ddfd2d935673bb9bbae7c11ca2,3d573d996e632d1554247282b471ccfe77b3c4bfeffafb9caadf2ef4090a7468,m0/generated-apks/M0-C02-LIB-APK-002/left.apk,m0/generated-apks/M0-C02-LIB-APK-002/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,new synthetic library-like package com.phd.m0.syntheticlib.* added,manifest package and base app classes stay unchanged,Synthetic library-like M0 pair; no claim about real SDK behavior.
M0-C03-RES-APK-002,DC-C03-S01-M0,C03,resource_change,S01;S02;S03;S04;S05,M0,positive_resource_change,controlled_generated_transformation,M0 controlled local APK materializer,controlled_resource_table_change,strong,m0/m0_controlled_materialization.csv:M0-C03-RES-APK-002,m0-familyb,m0-controlled-familyb,m0-controlled-familyb,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.,m0-familyb-base,m0-familyb-resource-changed,d862ea4103a9c3d21c54fe1e716b9216064a0f264ceee65f22fbaac5fe8ee9a2,e3d131e8225879141773646b2e748df7b924bf8c4b1f6e79a8f466679aaa07b6,m0/generated-apks/M0-C03-RES-APK-002/left.apk,m0/generated-apks/M0-C03-RES-APK-002/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,string resource changed and res/raw/m0_resource_marker.txt added,dex class set stays unchanged,Synthetic resource-only M0 pair.
M0-C04-PKG-APK-003,DC-C04-S01-M0,C04,package_rename,S01;S02;S03;S04;S05,M0,positive_package_rename,controlled_generated_transformation,M0 controlled local APK materializer,controlled_package_namespace_generation,strong,m0/m0_controlled_materialization.csv:M0-C04-PKG-APK-003,m0-familyb,m0-controlled-familyb,m0-controlled-familyb,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.,m0-familyb-base,m0-familyb-package-renamed,9f24f2f77bf1822351e2383a434d23e743d8db99ef0620a19fe13be7d0cef550,14b83e2be9fd605e4fb22f6941e8fb9c787a72240cb8961e2f8417e24d7fda67,m0/generated-apks/M0-C04-PKG-APK-003/left.apk,m0/generated-apks/M0-C04-PKG-APK-003/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,manifest and class namespace changed to com.phd.m0.renamed.familyb,same generated class count and method bodies,Synthetic package rename M0 pair.
M0-C06-OBF-APK-003,DC-C06-S01-M0,C06,r8_obfuscation,S01;S02;S03;S04;S05,M0,positive_obfuscation_like_rename,controlled_generated_transformation,M0 controlled local APK materializer,controlled_obfuscation_like_symbol_rename,medium,m0/m0_controlled_materialization.csv:M0-C06-OBF-APK-003,m0-familyb,m0-controlled-familyb,m0-controlled-familyb,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.,m0-familyb-base,m0-familyb-obfuscated,f60340afd15c6adfee50255d57ff63934d273047c70f7c7a3a89a0313965aec3,ed3e0b89afd5692a82d6e0082fd8b7fa42a6866bb927e15e02ee6f7ea8cb7564,m0/generated-apks/M0-C06-OBF-APK-003/left.apk,m0/generated-apks/M0-C06-OBF-APK-003/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,class and method names shortened in the same package,same generated class count and method bodies,M0 obfuscation-like pair; not a real R8 compiler output.
M0-C07-NATIVE-APK-002,DC-C07-S01-M0,C07,native_lib_change,S01;S02;S03;S04;S05,M0,positive_native_lib_added,controlled_generated_transformation,M0 controlled local APK materializer,controlled_native_library_file_addition,strong,m0/m0_controlled_materialization.csv:M0-C07-NATIVE-APK-002,m0-familyb,m0-controlled-familyb,m0-controlled-familyb,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.,m0-familyb-base,m0-familyb-native-lib-added,7652d04595a8325be769a34e2b91e44d203123e9c02bebf6b5a4d7814cf055ed,4e24e0cc39590edf53f30ff7ae4ed288dc14a644f7970b3d477d0a54c92ee477,m0/generated-apks/M0-C07-NATIVE-APK-002/left.apk,m0/generated-apks/M0-C07-NATIVE-APK-002/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,lib/armeabi-v7a/libm0native.so added,manifest and dex class set stay unchanged,Synthetic native inventory M0 pair; the .so is a minimal marker file.
M0-C08-DEL-APK-003,DC-C08-S01-M0,C08,code_deletion,S01;S02;S03;S04;S05,M0,positive_code_deletion,controlled_generated_transformation,M0 controlled local APK materializer,controlled_class_deletion,strong,m0/m0_controlled_materialization.csv:M0-C08-DEL-APK-003,m0-familyb,m0-controlled-familyb,m0-controlled-familyb,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.,m0-familyb-base,m0-familyb-code-deleted,5adf0356ce7210af233b167702522ac784af05293a021f8da04c6ec04c634fae,bdd734bf065a28d990b8d06da046d576fbed32f209f7f8bd8e3a7122f60c7e79,m0/generated-apks/M0-C08-DEL-APK-003/left.apk,m0/generated-apks/M0-C08-DEL-APK-003/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,generated class count reduced from 6 to 3,manifest package and resources stay unchanged,Synthetic code deletion M0 pair.
M0-C09-MDEX-APK-002,DC-C09-S01-M0,C09,multidex_change,S01;S02;S03;S04;S05,M0,positive_multidex_split,controlled_generated_transformation,M0 controlled local APK materializer,controlled_multidex_split,strong,m0/m0_controlled_materialization.csv:M0-C09-MDEX-APK-002,m0-familyb,m0-controlled-familyb,m0-controlled-familyb,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.,m0-familyb-base,m0-familyb-multidex-split,6634ac86c87726dea2ce6e842d542f92c10e095e7c534716cd9f2e9c40c919db,5435812b61b892dcc9696c61e33d176f59e021996caca07f94d35d9bfe3ca106,m0/generated-apks/M0-C09-MDEX-APK-002/left.apk,m0/generated-apks/M0-C09-MDEX-APK-002/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,same generated classes split across classes.dex and classes2.dex,generated class count stays 10,Synthetic multidex M0 pair.
M0-F01-FAIL-APK-003,DC-F01-S06-M0,F01,analysis_failure,S06,M0,code_empty_apk,controlled_generated_transformation,M0 controlled local APK materializer,controlled_code_empty_apk_generation,strong,m0/m0_controlled_materialization.csv:M0-F01-FAIL-APK-003,m0-familyb,m0-controlled-familyb,m0-controlled-familyb,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.,m0-familyb-base,,e40b018b3e86a1374bf5ecea8aa1131202b4c1199cf26b03703e635b477d793f,,m0/generated-apks/M0-F01-FAIL-APK-003/left.apk,,controlled_generated_failure_apk,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,APK has manifest and resources but no classes.dex,"failure must be reported as analysis_failed, not score=0",Synthetic code-empty failure case.
M0-C09-MDEX-REPORT-001,DC-C09-S01-M0,C09,multidex_change,S01;S02;S03;S04;S05,M0,positive_multidex_restructure,report_backed_record_without_apk,SYS-31 multidex regression report,synthetic_multidex_regression_report_record,weak,SYS-31-MULTIDEX-REGRESSION/report.json:per_pair_score-1,a2dp.Vol_169,sys31-multidex-report,report-record-without-apk,Planning and report replay only; no APK runtime or quality claims.,a2dp.Vol_169,a2dp.Vol_169#multidex_restructured,,,,,report_backed_multidex_pair,SYS-31-MULTIDEX-REGRESSION/report.json,report_backed_not_runnable,classes redistributed across dex/smali containers,method set should remain invariant,Report-backed M0 seed; restructured APK path was temporary.
M0-C09-MDEX-REPORT-002,DC-C09-S01-M0,C09,multidex_change,S01;S02;S03;S04;S05,M0,positive_multidex_restructure,report_backed_record_without_apk,SYS-31 multidex regression report,synthetic_multidex_regression_report_record,weak,SYS-31-MULTIDEX-REGRESSION/report.json:per_pair_score-2,ademar.bitac_7,sys31-multidex-report,report-record-without-apk,Planning and report replay only; no APK runtime or quality claims.,ademar.bitac_7,ademar.bitac_7#multidex_restructured,,,,,report_backed_multidex_pair,SYS-31-MULTIDEX-REGRESSION/report.json,report_backed_not_runnable,classes redistributed across dex/smali containers,method set should remain invariant,Report-backed M0 seed; restructured APK path was temporary.
M0-C09-MDEX-REPORT-003,DC-C09-S01-M0,C09,multidex_change,S01;S02;S03;S04;S05,M0,positive_multidex_restructure,report_backed_record_without_apk,SYS-31 multidex regression report,synthetic_multidex_regression_report_record,weak,SYS-31-MULTIDEX-REGRESSION/report.json:per_pair_score-3,ademar.textlauncher_9,sys31-multidex-report,report-record-without-apk,Planning and report replay only; no APK runtime or quality claims.,ademar.textlauncher_9,ademar.textlauncher_9#multidex_restructured,,,,,report_backed_multidex_pair,SYS-31-MULTIDEX-REGRESSION/report.json,report_backed_not_runnable,classes redistributed across dex/smali containers,method set should remain invariant,Report-backed M0 seed; restructured APK path was temporary.
