seed_app_id,class_code,class_name,coordinate_support,app_ref,sha256,apk_ref,source_ref,materialization_status,notes
M0-C06-OBF-APK-002-L,C06,r8_obfuscation,S01;S02;S03;S04;S05,m0-familya-base,9279e54472cf2071ab25bd2a2a2ec4ade59f1e727a27e0b17f0f72784570b294,m0/generated-apks/M0-C06-OBF-APK-002/left.apk,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,M0 obfuscation-like pair; not a real R8 compiler output.
M0-C06-OBF-APK-002-R,C06,r8_obfuscation,S01;S02;S03;S04;S05,m0-familya-obfuscated,76dca2fec3934bb7ce4c4d51340ac5b0f26b900de1ca2b1a91eb0b0f06d4b2e9,m0/generated-apks/M0-C06-OBF-APK-002/right.apk,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,M0 obfuscation-like pair; not a real R8 compiler output.
M0-C07-NATIVE-APK-001-L,C07,native_lib_change,S01;S02;S03;S04;S05,m0-familya-base,e3ecbc6fac91918f962fa060047fbed0f5eb1f576707f335f8f4633698481725,m0/generated-apks/M0-C07-NATIVE-APK-001/left.apk,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,Synthetic native inventory M0 pair; the .so is a minimal marker file.
M0-C07-NATIVE-APK-001-R,C07,native_lib_change,S01;S02;S03;S04;S05,m0-familya-native-lib-added,8583b1ae7758a92f85b672bf98d39623789feb20490bb670015b7f842e7315bf,m0/generated-apks/M0-C07-NATIVE-APK-001/right.apk,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,Synthetic native inventory M0 pair; the .so is a minimal marker file.
M0-C08-DEL-APK-002-L,C08,code_deletion,S01;S02;S03;S04;S05,m0-familya-base,d8e028924c59178311eefd130e3166ab9d00945cf46765776f84f406bd2b3e65,m0/generated-apks/M0-C08-DEL-APK-002/left.apk,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,Synthetic code deletion M0 pair.
M0-C08-DEL-APK-002-R,C08,code_deletion,S01;S02;S03;S04;S05,m0-familya-code-deleted,d8809ad982575cd38dcd88d0067e2d4b9bfc7c9ec3674843872400c5649fadea,m0/generated-apks/M0-C08-DEL-APK-002/right.apk,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,Synthetic code deletion M0 pair.
M0-C09-MDEX-APK-001-L,C09,multidex_change,S01;S02;S03;S04;S05,m0-familya-base,eef86e22f9d18b55991e8939e307eb0260439a86d6827943d272e84871cf2a62,m0/generated-apks/M0-C09-MDEX-APK-001/left.apk,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,Synthetic multidex M0 pair.
M0-C09-MDEX-APK-001-R,C09,multidex_change,S01;S02;S03;S04;S05,m0-familya-multidex-split,fc53766d96acda1c44af48779156a28e0c566e02931d09f691db60057f7f115f,m0/generated-apks/M0-C09-MDEX-APK-001/right.apk,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,Synthetic multidex M0 pair.
M0-F01-FAIL-APK-002-L,F01,analysis_failure,S06,m0-familya-base,53ac98b6727057e9428a89ba9008eb4a2166aa442964867589c95dbdaaf0c36f,m0/generated-apks/M0-F01-FAIL-APK-002/left.apk,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,Synthetic code-empty failure case.
M0-C02-LIB-APK-002-L,C02,library_injection,S01;S02;S03;S04;S05,m0-familyb-base,bb78b8453a5db6060ba428e33e724685c85880ddfd2d935673bb9bbae7c11ca2,m0/generated-apks/M0-C02-LIB-APK-002/left.apk,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,Synthetic library-like M0 pair; no claim about real SDK behavior.
M0-C02-LIB-APK-002-R,C02,library_injection,S01;S02;S03;S04;S05,m0-familyb-library-injected,3d573d996e632d1554247282b471ccfe77b3c4bfeffafb9caadf2ef4090a7468,m0/generated-apks/M0-C02-LIB-APK-002/right.apk,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,Synthetic library-like M0 pair; no claim about real SDK behavior.
M0-C03-RES-APK-002-L,C03,resource_change,S01;S02;S03;S04;S05,m0-familyb-base,d862ea4103a9c3d21c54fe1e716b9216064a0f264ceee65f22fbaac5fe8ee9a2,m0/generated-apks/M0-C03-RES-APK-002/left.apk,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,Synthetic resource-only M0 pair.
M0-C03-RES-APK-002-R,C03,resource_change,S01;S02;S03;S04;S05,m0-familyb-resource-changed,e3d131e8225879141773646b2e748df7b924bf8c4b1f6e79a8f466679aaa07b6,m0/generated-apks/M0-C03-RES-APK-002/right.apk,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,Synthetic resource-only M0 pair.
M0-C04-PKG-APK-003-L,C04,package_rename,S01;S02;S03;S04;S05,m0-familyb-base,9f24f2f77bf1822351e2383a434d23e743d8db99ef0620a19fe13be7d0cef550,m0/generated-apks/M0-C04-PKG-APK-003/left.apk,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,Synthetic package rename M0 pair.
M0-C04-PKG-APK-003-R,C04,package_rename,S01;S02;S03;S04;S05,m0-familyb-package-renamed,14b83e2be9fd605e4fb22f6941e8fb9c787a72240cb8961e2f8417e24d7fda67,m0/generated-apks/M0-C04-PKG-APK-003/right.apk,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,Synthetic package rename M0 pair.
M0-C06-OBF-APK-003-L,C06,r8_obfuscation,S01;S02;S03;S04;S05,m0-familyb-base,f60340afd15c6adfee50255d57ff63934d273047c70f7c7a3a89a0313965aec3,m0/generated-apks/M0-C06-OBF-APK-003/left.apk,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,M0 obfuscation-like pair; not a real R8 compiler output.
M0-C06-OBF-APK-003-R,C06,r8_obfuscation,S01;S02;S03;S04;S05,m0-familyb-obfuscated,ed3e0b89afd5692a82d6e0082fd8b7fa42a6866bb927e15e02ee6f7ea8cb7564,m0/generated-apks/M0-C06-OBF-APK-003/right.apk,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,M0 obfuscation-like pair; not a real R8 compiler output.
M0-C07-NATIVE-APK-002-L,C07,native_lib_change,S01;S02;S03;S04;S05,m0-familyb-base,7652d04595a8325be769a34e2b91e44d203123e9c02bebf6b5a4d7814cf055ed,m0/generated-apks/M0-C07-NATIVE-APK-002/left.apk,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,Synthetic native inventory M0 pair; the .so is a minimal marker file.
M0-C07-NATIVE-APK-002-R,C07,native_lib_change,S01;S02;S03;S04;S05,m0-familyb-native-lib-added,4e24e0cc39590edf53f30ff7ae4ed288dc14a644f7970b3d477d0a54c92ee477,m0/generated-apks/M0-C07-NATIVE-APK-002/right.apk,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,Synthetic native inventory M0 pair; the .so is a minimal marker file.
M0-C08-DEL-APK-003-L,C08,code_deletion,S01;S02;S03;S04;S05,m0-familyb-base,5adf0356ce7210af233b167702522ac784af05293a021f8da04c6ec04c634fae,m0/generated-apks/M0-C08-DEL-APK-003/left.apk,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,Synthetic code deletion M0 pair.
M0-C08-DEL-APK-003-R,C08,code_deletion,S01;S02;S03;S04;S05,m0-familyb-code-deleted,bdd734bf065a28d990b8d06da046d576fbed32f209f7f8bd8e3a7122f60c7e79,m0/generated-apks/M0-C08-DEL-APK-003/right.apk,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,Synthetic code deletion M0 pair.
M0-C09-MDEX-APK-002-L,C09,multidex_change,S01;S02;S03;S04;S05,m0-familyb-base,6634ac86c87726dea2ce6e842d542f92c10e095e7c534716cd9f2e9c40c919db,m0/generated-apks/M0-C09-MDEX-APK-002/left.apk,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,Synthetic multidex M0 pair.
M0-C09-MDEX-APK-002-R,C09,multidex_change,S01;S02;S03;S04;S05,m0-familyb-multidex-split,5435812b61b892dcc9696c61e33d176f59e021996caca07f94d35d9bfe3ca106,m0/generated-apks/M0-C09-MDEX-APK-002/right.apk,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,Synthetic multidex M0 pair.
M0-F01-FAIL-APK-003-L,F01,analysis_failure,S06,m0-familyb-base,e40b018b3e86a1374bf5ecea8aa1131202b4c1199cf26b03703e635b477d793f,m0/generated-apks/M0-F01-FAIL-APK-003/left.apk,M0-CONTROLLED-GENERATED:materializer,generated_local_verified,Synthetic code-empty failure case.
